"Title","Description","RDataPath","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass"
"Tal1 chimera size factors (sample 2)","Size factors for sample 2 for the Tal1 knock-out chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/tal1-chimera/1.0.0/sizefac-sample2.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_tal1_data","sizefactors.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>","character","Rds"
"Tal1 chimera size factors (sample 3)","Size factors for sample 3 for the Tal1 knock-out chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/tal1-chimera/1.0.0/sizefac-sample3.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_tal1_data","sizefactors.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>","character","Rds"
"Tal1 chimera size factors (sample 4)","Size factors for sample 4 for the Tal1 knock-out chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/tal1-chimera/1.0.0/sizefac-sample4.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_tal1_data","sizefactors.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>","character","Rds"
"Tal1 chimera reduced dimensions (sample 1)","Reduced dimensions for sample 1 for the Tal1 knock-out chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/tal1-chimera/1.0.0/reduced-dims-sample1.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_tal1_data","corrected_pcas.rds","Mus musculus","10090",TRUE,"Jonathan Griffiths","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>","character","Rds"
"Tal1 chimera reduced dimensions (sample 2)","Reduced dimensions for sample 2 for the Tal1 knock-out chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/tal1-chimera/1.0.0/reduced-dims-sample2.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_tal1_data","corrected_pcas.rds","Mus musculus","10090",TRUE,"Jonathan Griffiths","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>","character","Rds"
"Tal1 chimera reduced dimensions (sample 3)","Reduced dimensions for sample 3 for the Tal1 knock-out chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/tal1-chimera/1.0.0/reduced-dims-sample3.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_tal1_data","corrected_pcas.rds","Mus musculus","10090",TRUE,"Jonathan Griffiths","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>","character","Rds"
"Tal1 chimera reduced dimensions (sample 4)","Reduced dimensions for sample 4 for the Tal1 knock-out chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/tal1-chimera/1.0.0/reduced-dims-sample4.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_tal1_data","corrected_pcas.rds","Mus musculus","10090",TRUE,"Jonathan Griffiths","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>","character","Rds"
"Tal1 chimera raw counts (sample 1)","Raw counts for sample 1 for the Tal1 knock-out chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/tal1-chimera/1.0.0/counts-raw-sample1.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_tal1_data/unfiltered","sample_1_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>","character","Rds"
"Tal1 chimera raw counts (sample 2)","Raw counts for sample 2 for the Tal1 knock-out chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/tal1-chimera/1.0.0/counts-raw-sample2.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_tal1_data/unfiltered","sample_2_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>","character","Rds"
"Tal1 chimera raw counts (sample 3)","Raw counts for sample 3 for the Tal1 knock-out chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/tal1-chimera/1.0.0/counts-raw-sample3.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_tal1_data/unfiltered","sample_3_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>","character","Rds"
"Tal1 chimera raw counts (sample 4)","Raw counts for sample 4 for the Tal1 knock-out chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/tal1-chimera/1.0.0/counts-raw-sample4.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_tal1_data/unfiltered","sample_4_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>","character","Rds"
