"Title","Description","RDataPath","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass"
"Lohoff biorXiv colData (sample 4)","Per-cell metadata for sample 4 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/coldata-sample4.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","metadata.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv colData (sample 5)","Per-cell metadata for sample 5 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/coldata-sample5.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","metadata.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv colData (sample 6)","Per-cell metadata for sample 6 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/coldata-sample6.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","metadata.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv size factors (sample 1)","Size factors for sample 1 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/sizefac-sample1.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","sizeFactors.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv size factors (sample 2)","Size factors for sample 2 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/sizefac-sample2.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","sizeFactors.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv size factors (sample 3)","Size factors for sample 3 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/sizefac-sample3.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","sizeFactors.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv size factors (sample 4)","Size factors for sample 4 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/sizefac-sample4.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","sizeFactors.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv size factors (sample 5)","Size factors for sample 5 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/sizefac-sample5.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","sizeFactors.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv size factors (sample 6)","Size factors for sample 6 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/sizefac-sample6.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","sizeFactors.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv reduced dimensions (sample 1)","Reduced dimensions for sample 1 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/reduced-dims-sample1.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","metadata.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv reduced dimensions (sample 2)","Reduced dimensions for sample 2 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/reduced-dims-sample2.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","metadata.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv reduced dimensions (sample 3)","Reduced dimensions for sample 3 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/reduced-dims-sample3.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","metadata.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv reduced dimensions (sample 4)","Reduced dimensions for sample 4 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/reduced-dims-sample4.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","metadata.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv reduced dimensions (sample 5)","Reduced dimensions for sample 5 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/reduced-dims-sample5.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","metadata.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv reduced dimensions (sample 6)","Reduced dimensions for sample 6 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/reduced-dims-sample6.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","metadata.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv molecule coordinates (sample 1)","RNA molecule coordinates for sample 1 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/molecules-processed-sample1.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","mRNA.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv molecule coordinates (sample 2)","RNA molecule coordinates for sample 2 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/molecules-processed-sample2.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","mRNA.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv molecule coordinates (sample 3)","RNA molecule coordinates for sample 3 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/molecules-processed-sample3.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","mRNA.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv molecule coordinates (sample 4)","RNA molecule coordinates for sample 4 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/molecules-processed-sample4.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","mRNA.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv molecule coordinates (sample 5)","RNA molecule coordinates for sample 5 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/molecules-processed-sample5.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","mRNA.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv molecule coordinates (sample 6)","RNA molecule coordinates for sample 6 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/molecules-processed-sample6.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","mRNA.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv spatial coordinates (sample 1)","Cell spatial coordinates for sample 1 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/spatial-coords-sample1.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","metadata.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv spatial coordinates (sample 2)","Cell spatial coordinates for sample 2 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/spatial-coords-sample2.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","metadata.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv spatial coordinates (sample 3)","Cell spatial coordinates for sample 3 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/spatial-coords-sample3.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","metadata.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv spatial coordinates (sample 4)","Cell spatial coordinates for sample 4 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/spatial-coords-sample4.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","metadata.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv spatial coordinates (sample 5)","Cell spatial coordinates for sample 5 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/spatial-coords-sample5.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","metadata.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv spatial coordinates (sample 6)","Cell spatial coordinates for sample 6 for the E8.5 seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/spatial-coords-sample6.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","metadata.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv imputed processed logcounts (sample 1)","Processed logcounts for sample 1 for the E8.5 imputed seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/logcounts-imputed-sample1.rds","3.13","mm10","HDF5","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","imputed.h5","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv imputed processed logcounts (sample 2)","Processed logcounts for sample 2 for the E8.5 imputed seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/logcounts-imputed-sample2.rds","3.13","mm10","HDF5","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","imputed.h5","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv imputed processed logcounts (sample 3)","Processed logcounts for sample 3 for the E8.5 imputed seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/logcounts-imputed-sample3.rds","3.13","mm10","HDF5","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","imputed.h5","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv imputed processed logcounts (sample 4)","Processed logcounts for sample 4 for the E8.5 imputed seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/logcounts-imputed-sample4.rds","3.13","mm10","HDF5","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","imputed.h5","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv imputed processed logcounts (sample 5)","Processed logcounts for sample 5 for the E8.5 imputed seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/logcounts-imputed-sample5.rds","3.13","mm10","HDF5","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","imputed.h5","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv imputed processed logcounts (sample 6)","Processed logcounts for sample 6 for the E8.5 imputed seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/logcounts-imputed-sample6.rds","3.13","mm10","HDF5","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","imputed.h5","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Lohoff biorXiv imputed rowData","Per-gene metadata for all samples for the E8.5 imputed seqFISH dataset from biorXiv","MouseGastrulationData/lohoff_seqfish_biorxiv/1.6.0/rowdata-imputed.rds","3.13","mm10","RDS","https://content.cruk.cam.ac.uk/jmlab/SpatialMouseAtlas2020/","imputed_row_names.Rds","Mus musculus","10090",FALSE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
